Plot,Title,imdbVotes,Poster,imdbRating,Genre,imdbID,Year,Language
"Farhan Qureshi and Raju Rastogi want to re-unite with their fellow collegian, Rancho, after faking a stroke aboard an Air India plane, and excusing himself from his wife - trouser less - respectively. Enroute, they encounter another student, Chatur Ramalingam, now a successful businessman, who reminds them of a bet they had undertaken 10 years ago. The trio, while recollecting hilarious antics, including their run-ins with the Dean of Delhi's Imperial College of Engineering, Viru Sahastrabudhe, race to locate Rancho, at his last known address - little knowing the secret that was kept from them all this time.",3 Idiots,157992,http://ia.media-imdb.com/images/M/MV5BMTMyOTg0ODQ1OF5BMl5BanBnXkFtZTcwNjc0NTMwNQ@@._V1._SX54_CR005474_.jpg,8.5,"Comedy, Drama",tt1187043,2009,Hindi                    
Multi-millionaire Sonia Chang; owner of 36 China Town hotel and Hollywood Casino is found dead with the evidences pointing towards people from different walks of life who may have a motive to murder her. But there is a major draw-back involved in this case as the police does not have concrete evidence to incarcerate any of the suspects.,36 China Town,2342,http://ia.media-imdb.com/images/M/MV5BNDMxNjkzMTAxMl5BMl5BanBnXkFtZTgwMzg2MDA2MDE@._V1._SY74_CR105474_.jpg,5.5,"Comedy, Mystery, Thriller",tt0477252,2006,Hindi                    
"Abhimanyu enrolls himself in a medical institute and gets a room in the hostel. He finds that ragging is rampant, initiated by Chris and other seniors, on vulnerable freshers so much so that three years ago a student, Gaurav P. Gupte, killed himself. When he himself becomes a victim, he speaks out and complains, only to have his room trashed. He then requests that he be moved to Room 404 - the very room that was occupied by Gaurav. The authorities initially refuse as the room has been under lock and key since the suicide and no one dared to occupy it. But Abhimanyu insists and assures them that this will remove the myth associated with it, and he is accordingly permitted to do so. Shortly thereafter, he will start to hallucinate about not only seeing but also speaking with Gaurav. When he shares these with his friend, Neha; and Professor Aniruddh and his wife, Dr. Meera, they express disbelief and are convinced that he is suffering from a mental disorder. Despite of this opposition, he continues to believe that Gaurav's spirit is still occupying the room and sets about to prove it to the faculty.",404 Error Not Found,1165,http://i.media-imdb.com/images/SF1f0a42ee1aa08d477a576fbbf7562eed/realm/feature.gif,7.2,"Drama, Mystery, Thriller",tt1883121,2011,Hindi                    
"After the passing of his Pondicherry-born mentor, Susanna, Mumbai-based Dr. Arun Kumar Singh narrates his story to his wife, Nalini. With photographs from an old album that he has never shared with anyone, he informs her as to how Susanna caught him stealing; got him to quit his job & enrolled in a Panchgani school, as well as arranged for further education in St. Petersburg. While Susanna herself searched for true love and her marriages with six deceased men - including the abusive Major Edwin Rodrigies; drug-addicted and womanizer guitarist-singer Jamshed Singh Rathore; impotent and abusive Mohammad Wasiullah Khan; bigamist/spy Nicolai Vronski; Inspector Keemat Lal; and Dr. Modhusodon Tarafdar - men who influenced her life, broke her heart - and met with sudden and mysterious deaths.",7 Khoon Maaf,3760,http://ia.media-imdb.com/images/M/MV5BMTYxMzA5MTI3MF5BMl5BanBnXkFtZTcwMDE3NDc1NA@@._V1._SX54_CR005474_.jpg,6.2,"Drama, Mystery, Thriller",tt1629376,2011,Hindi                    
"8 X 10 revolves around Jai, a man who has the power to see into the past. He uses this power to help people even though using it nearly kills him every time. When his father, Jatin, dies in a mysterious boating accident, Jai's suspicion is aroused by the appearance of an oddball detective, Happi. The only article that can help him in his investigation is an 8 X 10 photograph taken just minutes before the accident by his mother Savitri that shows Jatin surrounded by his best friend and lawyer, Anil, his adopted son, Adit and younger brother, Sundar. Jai decides to use this photograph to go into the past to unravel the mystery surrounding Jatin's death. As he discovers clues he realizes that his father was actually murdered and that everyone on the boat had a motive. Now on a mission to unmask the killer, he undertakes the dangerous journey of visiting the past repeatedly. A cat and mouse game ensues, with the killer outwitting Jai at every turn. As the bodies pile up and time begins to run out, Jai ventures into the photo one last time with the killer on his heels. Does Jai discover who the killer is? Will the killer get him before the truth is uncovered? Does he get out of the photo in time before it is destroyed?",8 x 10 Tasveer,1760,http://i.media-imdb.com/images/SF1f0a42ee1aa08d477a576fbbf7562eed/realm/feature.gif,5.3,"Crime, Drama, Mystery, Sci-Fi, Thriller",tt1105709,2009,Hindi                    
"A man calls up the Mumbai police, and tells them he has placed five different bombs in the city -- all set to go off in some time. He wants four terrorists in exchange. Does he get them? Who is behind it all? What's his motive? Is there more than meets the eye?",A Wednesday,31543,http://ia.media-imdb.com/images/M/MV5BMTAzODEzMjE1MTJeQTJeQWpwZ15BbWU3MDE3NjQ5Mzk@._V1._SX54_CR005474_.jpg,8.4,"Crime, Drama, Mystery, Thriller",tt1280558,2008,Hindi                    
"Aamir Ali lives a middle-classed lifestyle in Mumbai along with his dad, Rashid; mom, Taranum; three sisters: Nargis, Shabana, and Falak; and a brother, Jameel. After his dad passes away, Aamir re-locates to Britain, studies, obtains a medical degree, and returns home. Upon arrival at Mumbai Airport, he is hassled by the Customs Officer and his baggage is searched several times. Finally, he is permitted to leave. Outside the airport he is approached by two men on a motorbike, and one of them hands him a cellphone. Aamir accepts the cellphone and thus begins his nightmare that will propel him all the way to Dongri, then to Bhendi Bazar, where he will be given a red suitcase containing cash. He will be told that he must deliver this suitcase at another location within a specified time or else his family will all be killed. Aamir agrees to do so but before he could even arrive at the location, the suitcase gets stolen. The question remains: will Aamir be able to locate it and deliver it within the stipulated time?",Aamir,5710,http://ia.media-imdb.com/images/M/MV5BMjA0NTU4OTIzNl5BMl5BanBnXkFtZTgwODE2MjA2MDE@._V1._SY74_CR105474_.jpg,7.8,"Drama, Thriller",tt1241195,2008,Hindi                    
"Rahul is a singer, who loses his career due to his drinking habits. He meets Arohi in a bar in Goa, where she works to earn a living. Impressed by her singing, he promises her to take her to Mumbai and make her a star, where they fall in love with each other. Aashiqui 2 is a musical love story of these lovers who goes through love and hate, fame and failure in their lives. However will they stay together accepting their success, or will they breakup due to their ego?",Aashiqui 2,17060,http://ia.media-imdb.com/images/M/MV5BMjEzNzczNTg2M15BMl5BanBnXkFtZTcwMjUxNjk0OQ@@._V1._SX54_CR005474_.jpg,7.1,"Drama, Music, Musical, Romance",tt2203308,2013,Hindi                    
"Subeer Kumar (Amitabh) is well on his way to becoming India's top pop singer. He has no intention of getting married, but when he goes to visit his Durga Mausi (Mausi=mother's sister), he falls in love with religious, simple Uma, by whose voice he's enchanted. He marries her and returns to Bombay where he announces that he will never sing without Uma again. However, Subeer encourages Uma to sing alone and when her popularity is soon greater than his own, the seed of jealousy begins to grow... The major difference between Uma and Subeer is that she sings for herself, whereas he sings for the public. It is the difference between geet and sangeet. This is the root of the thing that later causes problems, and based on which the movie is named.",Abhimaan,1606,http://ia.media-imdb.com/images/M/MV5BMTMwOTU0NTc2Nl5BMl5BanBnXkFtZTcwMDgyMjA0Mg@@._V1._SX54_CR005474_.jpg,7.9,"Drama, Musical, Family",tt0069671,1973,Hindi                    
"Agneepath is a story of revenge of Vijay Chauhan against an evil and sadistic Kaancha, who hangs Vijay's father to death. Vijay grows up with a single aim of avenging his father's death. The story revolves around Vijay Chauhan, his relationships with his family and above all, his Revenge.",Agneepath,13639,http://ia.media-imdb.com/images/M/MV5BMzcxNTEzNzI4M15BMl5BanBnXkFtZTcwMTc3MDUzNw@@._V1._SX54_CR005474_.jpg,7,"Action, Crime, Drama",tt1849718,2012,Hindi                    
A new couple get married and move to Switzerland. They make friends with their new neighbors Akshay Kumar and Bipasha Basu. Life seems perfect until one day when Raj wakes up in Vicky's house and finds out that Vicky's wife has been murdered. Raj is accused of the murder but flees from the authorities in order to prove himself innocent.,Ajnabee,2986,http://ia.media-imdb.com/images/M/MV5BMTI5MTQxNDI2NF5BMl5BanBnXkFtZTcwOTY1ODgzMQ@@._V1._SX54_CR005474_.jpg,6.3,"Crime, Mystery, Thriller",tt0278291,2001,Hindi                    
"Rohit Kumar (Aamir Khan) is an aspirant playback singer while Kiran (Manisha Koirala) is a classical singer-in-training, but at inside aims to be some thing like Rohit. They meet, relate to each other's sentiments and fall in love. But when Kiran's parents oppose their marriage, they decide to lead a seperate life. However, after their marriage, Kiran's ambitions take a back seat as she feels suppressed by her household responsibilities and her child's look after. Time fails to abate Kiran's frustration until she decides to leave Rohit and start a new life all over again. Now-a-loner, Rohit is forced to look after both his son and his falling career on his own, and that too at the same time. After some obvious teething troubles, Rohit succeeds in creating a seperate world of their own with Sonu, his son. Meanwhile, Kiran incidentally becomes a huge film star. She then tries to reconcilliate but as luck would have it, Rohit, an ego-centric man, misinterprets her support as her pity and things become worse. Having had enough, Kiran decides to call the marriage off and also files a case demanding Sonu's custody. Rohit, unlike Kiran, faces a real tough time preparing for the case. But as case continues, Kiran realises Rohit's importance for Sonu and vice-versa. However, the court as expected gives orders in Kiran's favour. But in the end, Kiran decides to compensate for all her mistakes and Rohit and she decide to start afresh all over again.",Akele Hum Akele Tum,2696,http://ia.media-imdb.com/images/M/MV5BMjM2ODgxODI1MF5BMl5BanBnXkFtZTgwMTE5NDUzNTE@._V1._SY74_CR105474_.jpg,7.1,"Drama, Family, Romance",tt0112313,1995,Hindi                    
"Aks is the story of a hunter and his prey. A cop and a killer. Aks is the story of Manu Verma and Raghuvan. The story begins in the heart of Budapest. The Indian Defence minister is on a routine foreign visit. He reveals the true details of his diplomatic trip to his head of Security Manu Verma by informing him about the floppy which has valuable information that could affect the very destiny of the nation. On the other hand Intelligence sources have revealed to Manu Verma that a lone assassin long feared for his ruthlessness has been paid to eliminate the Defence minister. The shadowy figure is called Raguhvan, Manu Verma reaches the Indian Defence Minister just moments too late to save him and finds the statesman in a pool of blood Raguhvan has struck and vanished into thin air. Now the hunter becomes the hunted as Manu Verma tries to find Raghuvan. When he does find him something unexpected happens, which changes both Manu and Raguhvan forever.",Aks,1151,http://ia.media-imdb.com/images/M/MV5BMTUxOTg1MjQ1NF5BMl5BanBnXkFtZTYwNTc0NDc2._V1._SX54_CR005474_.jpg,5.9,"Thriller, Mystery",tt0289845,2001,Hindi                    
"Veer Kapoor lives in a palatial bungalow in Goa along with his girlfriend, Vidya, and a maid, Mary. Every month he gets an allowance of Rs. 1 Lakh from his NRI brother, Dharam, which he uses to fund his band, as well as the dilapidated Gym of his friends, Prem and Jhanvi Chopra. Veer's life undergoes many hilarious changes after he decides to borrow money from a gangster called Tobu in order to bet on his friend, Prem, taking part in a car race. After Tobu applies pressure, Veer desperately rents the bungalow to a Zee Super Lottery Winner, Raghuvandas Goverdhandas Vakawale - but even more chaos and complications arise with the unexpected arrival of Dharam.",All the Best Fun Begins,3118,http://ia.media-imdb.com/images/M/MV5BMjE2NDYwMjU2Nl5BMl5BanBnXkFtZTcwMjU4MDU4Mg@@._V1._SX54_CR005474_.jpg,6,"Action, Comedy, Drama, Musical",tt1433905,2009,Hindi                    
"A ex-convict must flee his mob boss, leaving his family to fend for themselves. His wife goes blind and his children are abandoned. They are adopted by a Hindu policeman, a Muslim tailor, and a Catholic priest. The Hindu-raised son becomes a policeman in his turn; his Muslim-raised brother becomes a singer; and the last son, played by Amitabh, becomes a happy-go-lucky Catholic who lives on the edge of the law. The boys meet again and their lives become entangled in an incredible plot full of unlikely coincidences and furious action sequences interspersed with songs. In the end, the grieving mother recovers her sight, the evil mob boss is punished, and the family is at last re-united.",Amar Akbar Anthony,3138,http://ia.media-imdb.com/images/M/MV5BODE0NDg4MDIxNF5BMl5BanBnXkFtZTgwNTg1MTY2NDE@._V1._SY74_CR105474_.jpg,7.6,"Action, Comedy, Drama, Family",tt0075669,1977,Hindi                    
"Amar and Prem are two rivals who belonging to middle-class families with no scope of future advancement. Both individually, without the knowledge of the other decide to take matters into their hands and find ways to get rich quickly. Chaos and acrimony result when both find each other at loggerheads when both arrive to win the hand of the daughter of multi-millionaire Ram Gopal Bajaj amidst considerable upheavals when Shyam, the twin brother of Ram, decides to do away with Ram and assume his identity and thus take over the estate of the Bajaj family.",Andaz Apna Apna,23033,http://ia.media-imdb.com/images/M/MV5BMTM2MjM1MTgyMV5BMl5BanBnXkFtZTcwNTMzMzUyMQ@@._V1._SX54_CR005474_.jpg,8.8,"Comedy, Family, Romance",tt0109117,1994,Hindi                    
"The story of two strangers on an odyssey of discovery -- down a path that is ridden with the exquisite pain and joy of falling in love, only they don't realize it. A series of hilarious misadventures trace their bi coastal road journey as they go about fulfilling their last wishes. But then life interrupts, as is its habit; and painful choices must be made. The duo part with the understanding that their days together were a brief interlude of insanity that had to succumb to real life. They part as they met - as strangers.",Anjaana Anjaani,3441,http://i.media-imdb.com/images/SF1f0a42ee1aa08d477a576fbbf7562eed/realm/feature.gif,5.8,"Comedy, Drama, Musical, Romance",tt1499201,2010,Hindi                    
"An ex-boxer Baldev Choudhary has had a stain in his boxing career. He wanted to wash it with his son Angad's success, but times were hard and a financial crunch kept him from achieving this dream. Though Angad pulled through fine, Baldev never forgot who ruined his chance. An opportunity strikes Baldev in the form of a T.V. Show. He trains a local boy to get into this media hyped boxing show, but is ditched for a better coach at the last minute. Baldev's younger son Karan has just launched his first music album. Realizing his father is in a crises, he gives up his dream of a musical career to get into the game of boxing. Karan works hard and wins all through thinking that his victory will bring the two pillars of his family together. After winning within the nation, he wins all over the world. The final match is with the current world heavy champion.",Apne,1437,http://i.media-imdb.com/images/SF1f0a42ee1aa08d477a576fbbf7562eed/realm/feature.gif,5.8,"Drama, Sport",tt0814014,2007,Hindi                    
"Prince Ashoke (Shahrukh Khan), heir to the Magadha Kingdom, bowing to his mother's (Shilpa Mehta) demand forsakes his princely status and goes to live in the wild for awhile. There he meets and falls in love with Kaurwaki (Kareena Kapoor). He identifies himself as Pawan, not wanting to disclose his identity yet. Ashoke has to return to Magadha, but when he returns to find and wed Kaurwaki, he is told by Bheema (Rahul Dev) that Kaurwaki and her brother Arya have been killed. Devastated Ashoke returns home. On the way home he is attacked and Devi (Hrishitaa Bhatt), of the Buddhist faith rescues him and tends to him till he gets well. As a result, Devi's marriage to her groom is cancelled. Ashoke weds her and brings her to Magadha, only to be told by his father that since Devi is not of the same race as he, she cannot be welcomed. Ashoke leaves with Devi and lives in Ujjaini. Soon Devi gets pregnant, and this arouses jealously and hatred amongst Ashoke's step-brothers. As a result they plot to kill Devi, however, their plans are foiled by Ashoke's mother, who is killed. Ashoke swears to avenge his mother's death by killing his step-brothers one by one, except for one, who has led to Kalinga. Ashoke asks the ruler of Kalings to turn over his step-brother to him, and they refuse. Ashoke swears to raze Kalinga to the ground. Ashoke is unstoppable. Even his close friend, Virat (Danny Denzongpa), too, is unable to stop Ashoke. Ashoke proceeds to war, little knowing that the queen of Kalinga is none other than Kaurwaki, who is still alive.",Ashoka the Great,9210,http://ia.media-imdb.com/images/M/MV5BMTczMTkzOTk5Ml5BMl5BanBnXkFtZTcwOTAzMjIyMQ@@._V1._SX54_CR005474_.jpg,6.7,"Action, Drama, History, Romance, War",tt0249371,2001,Hindi                    
"While golfing, Malvika Talwar meets with handsome, U.S.-returned Avinash, both fall in love with each other, and shortly thereafter get married. The following year, Malvika gives birth to a boy, and they decide to name him Ansh. Then chaos and devastation enters Malvika's life when Avinash gets killed in an automobile accident. Malvika resigns herself to a life of a widow, her sole motive for living appears to be to look after Ansh. She is shocked when her in-laws, Balraj, and Shobhana, ask her to re-marry. Will Malvika be able to remove Avinash from her heart and mind and marry someone else?",Baabul,1783,http://i.media-imdb.com/images/SF1f0a42ee1aa08d477a576fbbf7562eed/realm/feature.gif,5.3,"Drama, Family, Romance",tt0419468,2006,Hindi                    
"In order to settle personal scores with the Chief Minister Gayetri Bachchan; a wealthy business-man, Suraj Singh Thaper hires a contract killer to assassinate her; unfortunately before ...",Baadshah,10478,http://ia.media-imdb.com/images/M/MV5BODgyMzYwNDQ3MF5BMl5BanBnXkFtZTcwODk3MDUzMQ@@._V1._SX54_CR005474_.jpg,6.9,"Action, Comedy, Musical, Thriller",tt0211934,1999,Hindi                    
"Widowed Madan Chopra lives a very wealthy lifestyle with two daughters, Seema and Priya. His passion is car racing, and realizing that he is not young anymore, has his last race and wins - only to find out that another competitor, Vicky Malhotra, let him win. Madan befriends Vicky, introduces him to Priya and invites him to work for him in Bombay. Vicky and Priya are attracted to each other, much to Madan's delight and he announces their marriage. Before that could happen, Seema kills herself by throwing herself down from the roof of a multi-storied building. While Madan wants to close this case due to embarrassment, Seema meets with her college friend, Police Inspector Karan, and together they begin to unravel a plot that may well end Madan and the lives of others as well.",Baazigar,13558,http://i.media-imdb.com/images/SF1f0a42ee1aa08d477a576fbbf7562eed/realm/feature.gif,7.9,"Crime, Drama, Thriller",tt0106333,1993,Hindi                    
"The country is perpetually under threat from terrorist powers and the common man walks unaware of the threats and the attacks that our Government controls and prevents. While the common Indian fights for everyday issues, there are deeper and bigger threats to him and his family that he will never know exist because it is the men and women in uniform that safeguard them. The men and women who put country before self, the men and women who define our history because they give a damn! Ajay (played by Akshay Kumar) is one such officer who is part of an elite team chosen from amongst the best in the Forces to form a covert Counter Intelligence Unit. In the course of foiling one terrorist attack bid, Ajay discovers a major threat to our nation - a plan to cause damage and strike fear at the heart of our very existence. The plot is masterminded by a maniacal leader whose organization has its tentacles spread across the world. As days progress, the unit goes through escalating challenges with time ticking against them and risks escalating. At all points, the members of the unit give it all they've got and stand tall to guard us with all their strength so that we may sleep safe in our homes. Covert and courageous operations are performed across Kathmandu, Istanbul, Abu Dhabi, Delhi and Mumbai as our protectors will not rest till evil is debated. Will the maniacal Maulana Rehman and his band of evil succeed in striking terror in the heart of India? Will the Indian Government change gears from being reactive to proactive and strike? Will Ajay and his unit be able to prevent this terror tsunami?",Baby,21518,http://ia.media-imdb.com/images/M/MV5BMjAzMDUzMzk0NV5BMl5BanBnXkFtZTgwODczODg4MzE@._V1._SX54_CR005474_.jpg,8.3,"Action, Crime, Thriller",tt3848892,2015,Hindi                    
"A young man (Raghu) wants revenge from those people who killed his wife and son in a bank robbery.There are two suspects in this case ,one gets escaped with money and the other get caught by the cops and sentenced 20 years in jail. Fifteen years later he is suffering from cancer and he has only a year to stay alive, so he want that Raghu forgive his rest of the sentenced and let him get out from the jail. Raghu accept his apology but only on one condition he will going to tell his partner's name. So after 15 years will Raghu going to find the other suspect who destroyed his life? Will he punish him and take his 15 years old revenge?",Badlapur,7052,http://i.media-imdb.com/images/SF1f0a42ee1aa08d477a576fbbf7562eed/realm/feature.gif,7.7,"Action, Crime, Drama, Thriller",tt3678782,2015,Hindi                    
"The movie tells the story of the bandit queen Phoolan Devi who was sent to prison in 1983 and got free in 1994. During five years she was prosecuted by the Indian police and turned into a legend (like a modern Robin Hood) by the Indian press. Although the press tended to make her the optimal hero with blue eyes, dark hair, being tall and beautiful she was in reality an average Indian which makes it hard for the movie to fulfill the expectations of the audience and tell the truth at the same time. Later in her life,She entered into the politics and was assassinated in 2001.",Bandit Queen,2919,http://ia.media-imdb.com/images/M/MV5BMTU5NzM3MzE1OV5BMl5BanBnXkFtZTcwOTI0MjcyMQ@@._V1._SY74_CR105474_.jpg,7.6,"Biography, Crime, Drama",tt0109206,1994,Hindi                    
"A chance encounter of the unassuming bank receptionist Harleen Sahni with the charming yet mysterious Rajveer Nanda, results in an on-rush of ditched planes, car chases, shoot-outs, bombing raids and general global mayhem. But as the transcontinental chase ensues with Rajveer convincing Harleen that he's the good guy, can she really trust him, and will trust matter when the bullets start flying?",Bang Bang,13675,http://ia.media-imdb.com/images/M/MV5BNTA1MTQ4OTcyNl5BMl5BanBnXkFtZTgwMzAwMzc2MjE@._V1._SX54_CR005474_.jpg,5.5,"Action, Adventure, Comedy, Romance, Thriller",tt2905838,2014,Hindi                    
"Set in the 1970s in a pretty corner of India, Barfi! is the story of three young people who learn that love can neither be defined nor contained by society's norms of normal and abnormal. Barfi, a hearing and speech impaired boy falls in love with Shruti. In spite of her deep affection for Barfii, Shruti gives into societal and parental pressure to marry a 'normal' man and lead a 'normal' life. Many years later their paths cross once again when Barfi, now in love with Jhilmil, is on the run from the police. Barfi is desperately seeking Jhilmil, who has gone missing. Shruti's realization that Jhilmil is autistic makes her recognize that true love is really blind. Caught in a cat and mouse game, in the search for the girl Barfi loves, Shruti realizes that she is still in love with him. She must now choose between her happiness and Barfi! stars three of India's most loved young stars, all essaying roles of a lifetime. The uber cool Ranbir Kapoor plays the lead role of Barfi!, the very talented Priyanka Chopra takes on the challenge of playing Jhilmil and South star Ileana makes her Hindi debut as Shruti. This season, don't worry, be Barfi!",Barfi,43698,http://ia.media-imdb.com/images/M/MV5BMTQzMTEyODY2Ml5BMl5BanBnXkFtZTgwMjA0MDUyMjE@._V1._SX54_CR005474_.jpg,8.3,"Adventure, Comedy, Drama, Romance",tt2082197,2012,Hindi                    
"Squabbling Sharma family has a dubious reputation of not having any cook last there for more than a few months. Word spreads out about this family to such an extent that no person wants to be employed as a cook in this household, ironically named Shanti Nivas. Then one day a young man named Raghu offers to work as a cook, and he is hired. Raghu quickly gets a grip on his job and on each of the family members, and soon the squabbles and arguments come to an end. And then the Sharmas find the family jewels and Raghu missing.",Bawarchi,1719,http://ia.media-imdb.com/images/M/MV5BMTg5NDIyNzAwOV5BMl5BanBnXkFtZTgwMjk3ODM3NDE@._V1._SY74_CR105474_.jpg,7.9,"Comedy, Musical, Drama, Family",tt0068257,1972,Hindi                    
"Beta is the story of Raju, the only child of a widowed multi millionaire. Raju's father can provide him anything he wants but Raju's only desire is to get mother's love, in order to please Raju, his father gets married to Nagmani, thinking that she will take care of Raju more than his real mother would. Raju becomes completely devoted to his stepmother, doing whatever she wishes. Time passes by, Raju grows up and gets married to Saraswati. Saraswati discovers that Nagmani's motherly love for Raju is fake and all what Nagmani is interested in, is capturing Raju's wealth.",Beta,1017,http://i.media-imdb.com/images/SF1f0a42ee1aa08d477a576fbbf7562eed/realm/feature.gif,6.4,"Drama, Family, Musical, Romance",tt0101437,1992,Hindi                    
"The true story of the ""Flying Sikh"" - world champion runner and Olympian Milkha Singh -- who overcame the massacre of his family, civil war during the India-Pakistan partition, and homelessness to become one of India's most iconic athletes.",Bhaag Milkha Bhaag,30763,http://ia.media-imdb.com/images/M/MV5BMTY1Nzg4MjcwN15BMl5BanBnXkFtZTcwOTc1NTk1OQ@@._V1._SX54_CR005474_.jpg,8.4,"Biography, Drama, History, Sport",tt2356180,2013,Hindi                    
"Champak Chaturvedi runs a theatrical troupe in India. He hires two men, Bunty - a graduate in Arts, and Babla- who cannot read nor write English. One has to play the role of the play's hero, while one the villain. Both men end up squabbling with each other, as both want the hero's part. Then Champak finds out that Bunty has molested the play's heroine, Anjali, and punishes him. The group gets a contract to stage 30 plays in Britain, however, on the day of the departure, Anjali opts out, leaving Champak no alternative but to travel without a heroine, but hoping to recruit one while in Britain. Upon arrival, Babla sets about to find a suitable heroine from the Indian population, but Bunty beats him to it and recruits a woman named Munni. Babla has his suitcase switched by another containing heroin, and as a result both men end being suspects by the local Police, whose Commissioner is an Indian, J.D. Mehra. Then both Munni and Bunty fall in love with each other. Then Munni has an accident with a vehicle and ends up in a hospital. When she regains her senses, she tells everyone that she is Nisha Chauhan, and is married to Vikram, who lives in Liverpool. Vikram arrives, thanks everyone, and takes his wife, who has suicidal tendencies, home. A few days later, Bunty receives a phone call from a frantic Nisha, who tells him to come over immediately. He, along with Champak and Babla, arrive there to find her body in flames. She is declared dead in hospital. Now the troupe is on the hunt for another heroine for their play - when the unexplainable happens - as Bunty claims that he saw Nisha. No one believes him, but then subsequently a terrified Champak and then a bewildered Babla both claim to have seen her. These sighting hurl the trio in a non-stop chaotic situation involving drug dealers, goons who want revenge, as well as the Police Commissioner himself, who also has a role to play in this comedy of errors and terrors.",Bhagam Bhag,2873,http://i.media-imdb.com/images/SF1f0a42ee1aa08d477a576fbbf7562eed/realm/feature.gif,5.9,"Comedy, Mystery, Romance",tt0805184,2006,Hindi                    
"When U.S.-based Siddharth visits his Indian home town with his new wife, he insists they stay at the ancestral home, laughing off family members' warnings of ghostly goings-on in the mansion. But events soon make him reconsider his beliefs. As unexplained and terrifying occurrences arise, Siddharth calls on his doctor friend to help solve the mystery. What will be the outcome? Will Siddharth's friend be able to solve this riddle?",Bhool Bhulaiyaa,6367,http://ia.media-imdb.com/images/M/MV5BMjAyMjQ1Mjg5MV5BMl5BanBnXkFtZTgwOTk3MTA2MDE@._V1._SX54_CR005474_.jpg,7,"Comedy, Horror, Mystery, Thriller",tt0995031,2007,Hindi                    
"Manjeet Khosla lives with her widowed mom in Bombay, India. She gets married, gives birth to a son, and separates from her spouse. She goes to live on the 12th floor of an apartment building. Thereafter, she has an affair with Sanjay Thakkar, who is the son of the building Secretary. Shortly thereafter, she and her son fall down from their balcony and die. The building watchman testifies that Manjeet was depressed and suicidal. The apartment remains vacant for sometime, and then eventually new tenants, Vishal and his wife, Swati, move in. Vishal finds out about Manjeet's untimely death but keeps this information from Swati. When Swati finds out she is displeased with Vishal, but her anger dissolves quickly. Then Swati starts sleep-walking, leading Vishal to have her medically examined. After she recovers, she claims to see Manjeet in her apartment, as well as behaves strangely. Then the building watchman gets killed by having his neck and head turned backwards. Police Inspector Liyaqat Quereshi is assigned this case and initially questions Thakkar and Vishal. He keeps vigil on the apartment and finds out about Swati's sleep-walking habits and starts to suspect her. He also finds out that Swati is suffering from multiple personality disorder. Then Vishal asks Sarita, a psychic, for help - to which she agrees - and it is through her assistance that Vishal will find out that Manjeet did not kill herself, but she and her young son were killed and then thrown from the 12th floor of the building. The question remains: Who killed Manjeet, and what is the dead woman's connection with Swati and her ailments.",Bhoot,2069,http://ia.media-imdb.com/images/M/MV5BMTc2MDUyMDk3M15BMl5BanBnXkFtZTcwMDQ1MjUyMQ@@._V1._SX54_CR005474_.jpg,6.4,"Horror, Thriller",tt0341266,2003,Hindi                    
"Banku, his mother, Anjali Sharma and father move in to their new house -- the Nath villa, unaware of the fact that the house is inhabited by a ghost. It is learnt the ghost is not too happy with his new housemates. But what the ghost is not prepared for is his unlikely friendship with Banku. Now Banku must uncover the reason why his ghostly friend is stuck and help him to attain salvation.",Bhoothnath,3944,http://ia.media-imdb.com/images/M/MV5BMTUxMjc2Mzk5OF5BMl5BanBnXkFtZTgwOTg3MTA2MDE@._V1._SY74_CR005474_.jpg,6.2,"Comedy, Drama, Fantasy",tt0991346,2008,Hindi                    
"Bhoothnath Returns takes Bhoothnath's story forward. As he returns to 'Bhoot World' he is greeted with taunts and condemnation from other ghosts for bringing disrepute to the ghost-community for getting bullied by a kid on Earth. Post the humiliation, Bhoothnath decides to redeem himself and come back to scare a bunch of kids. Bhoothnath's search for kids brings him to Akhrot, a slum kid who is also the only person who can see him. Together they agree to help each other and their friendship sees them get involved in a cause that is bigger than they had ever imagined. To move ahead they will need to take on one of the country's most powerful and corrupt politician Bhau. The Lok Sabha elections are nearing and Bhau's victory is a mere formality, or is it? In a world, where a common man is afraid of politics, will a common man's ghost overcome his fear to stand up for what's right and fight against injustice? Bhoothnath Returns is an entertaining tale of good against evil, weak against powerful, past against future.",Bhoothnath Returns,2786,http://ia.media-imdb.com/images/M/MV5BMzk1MTMyMjAxMV5BMl5BanBnXkFtZTgwMDA1Mzc0MTE@._V1._SX54_CR005474_.jpg,7,"Comedy, Drama, Fantasy",tt3531852,2014,Hindi                    
